text,aspect,sentiment_label,language,text_clean
$T$ SE KOALA SEEA-LE-MOEA,SETSI,0,sesotho,t se koala seealemoea
SETSI SE KOALA $T$,SEEA-LE-MOEA,-1,sesotho,setsi se koala t
$T$ LE QOSOA KA LESHANO,LETONA LA MEHLENG,-1,sesotho,t le qosoa ka leshano
$T$ O HLAHISA LITSIETSI TSE TOBILENG SECHABA,MOETAPELE,-1,sesotho,t o hlahisa litsietsi tse tobileng sechaba
MOETAPELE O HLAHISA LITSIETSI TSE TOBILENG $T$,SECHABA,0,sesotho,moetapele o hlahisa litsietsi tse tobileng t
$T$ E QOSOA KA HO SEBELISA FITIEO EA MONNA,KOMPONE EA MARANGRANG,-1,sesotho,t e qosoa ka ho sebelisa fitieo ea monna
KOMPONE EA MARANGRANG E QOSOA KA HO SEBELISA $T$,FITIEO EA MONNA,0,sesotho,kompone ea marangrang e qosoa ka ho sebelisa t
$T$ EA PELE NYEOENG EA POLAO E FANA KA BOPAKI,PAKI,1,sesotho,t ea pele nyeoeng ea polao e fana ka bopaki
PAKI EA PELE $T$ EA POLAO E FANA KA BOPAKI,NYEOENG,-1,sesotho,paki ea pele t ea polao e fana ka bopaki
$T$ A HLAHA KA LIMAKATSO KHOTLA,MASOLE,0,sesotho,t a hlaha ka limakatso khotla
MASOLE A HLAHA KA LIMAKATSO $T$,KHOTLA,0,sesotho,masole a hlaha ka limakatso t
$T$ POLAONG BA KHOTLA,BABELAELLOA,-1,sesotho,t polaong ba khotla
BABELAELLOA POLAONG BA $T$,KHOTLA,0,sesotho,babelaelloa polaong ba t
$T$ LE FANA KA BOPAKI NYEOENG EA NYATSI,LESOLE,0,sesotho,t le fana ka bopaki nyeoeng ea nyatsi
LESOLE LE FANA KA BOPAKI NYEOENG EA $T$,NYATSI,-1,sesotho,lesole le fana ka bopaki nyeoeng ea t
LESOLE LE FANA KA BOPAKI $T$ EA NYATSI,NYEOENG,0,sesotho,lesole le fana ka bopaki t ea nyatsi
$T$ O KETEKA LETSATSI LA LEFATŠE LA BANA,MOKHATLO,0,sesotho,t o keteka letsatsi la lefatše la bana
MOKHATLO O KETEKA $T$,LETSATSI LA LEFATŠE LA BANA,1,sesotho,mokhatlo o keteka t
$T$ LE HLOLOA HO LEFA SEKOLOTO,LETONA LA MEHLENG,-1,sesotho,t le hloloa ho lefa sekoloto
LETONA LA MEHLENG LE HLOLOA HO LEFA $T$,SEKOLOTO,-1,sesotho,letona la mehleng le hloloa ho lefa t
$T$ O PHETA LITABA TSE SISIMOSANG KA MORALI OA HAE,MOTSOALI,-1,sesotho,t o pheta litaba tse sisimosang ka morali oa hae
MOTSOALI O PHETA $T$ TSE SISIMOSANG KA MORALI OA HAE,LITABA,-1,sesotho,motsoali o pheta t tse sisimosang ka morali oa hae
MOTSOALI O PHETA LITABA TSE SISIMOSANG KA $T$,MORALI OA HAE,-1,sesotho,motsoali o pheta litaba tse sisimosang ka t
$T$ O AHLOLOA LILEMO TSE HLANO KA HO NTŠA MPA,MOSALI,-1,sesotho,t o ahloloa lilemo tse hlano ka ho ntša mpa
MOSALI O AHLOLOA LILEMO TSE HLANO KA HO NTŠA $T$,MPA,-1,sesotho,mosali o ahloloa lilemo tse hlano ka ho ntša t
$T$ A QOSOA KA HO HLASELA 'MOSHARA LE HO UTSOA LITHUNYA,MACHAENA,-1,sesotho,t a qosoa ka ho hlasela moshara le ho utsoa lithunya
MACHAENA A QOSOA KA HO HLASELA $T$ LE HO UTSOA LITHUNYA,'MOSHARA,0,sesotho,machaena a qosoa ka ho hlasela t le ho utsoa lithunya
MACHAENA A QOSOA KA HO HLASELA 'MOSHARA LE HO UTSOA $T$,LITHUNYA,0,sesotho,machaena a qosoa ka ho hlasela moshara le ho utsoa t
$T$ O THAKHOLA TŠEBETSO EA HO RULELA MATLO A FEFOHILENG,'MUSO,1,sesotho,t o thakhola tšebetso ea ho rulela matlo a fefohileng
'MUSO O THAKHOLA TŠEBETSO EA HO RULELA $T$ A FEFOHILENG,MATLO,-1,sesotho,muso o thakhola tšebetso ea ho rulela t a fefohileng
$T$ E KHOTHALETSA PHETISO EA TLHOPHO BOCHA,NTLO EA PUSO,1,sesotho,t e khothaletsa phetiso ea tlhopho bocha
$T$ A FANYEHA MOHOANTO,MATICHERE,1,sesotho,t a fanyeha mohoanto
BOPAKI BO HAROLANG POLAONG EA $T$,MOK'HANSELARA,-1,sesotho,bopaki bo harolang polaong ea t
$T$ BO HAROLANG POLAONG EA MOK'HANSELARA,BOPAKI,-1,sesotho,t bo harolang polaong ea mokhanselara
$T$ A HOANTELA TONAKHOLO LABORARO,MATICHERE,0,sesotho,t a hoantela tonakholo laboraro
MATICHERE A HOANTELA $T$ LABORARO,TONAKHOLO,-1,sesotho,matichere a hoantela t laboraro
$T$ O QOSA MOKHA HAPE,MOSALI,0,sesotho,t o qosa mokha hape
MOSALI O QOSA $T$ HAPE,MOKHA,-1,sesotho,mosali o qosa t hape
$T$ E UTSUOENG E EA FUMANOA,CHELETE,1,sesotho,t e utsuoeng e ea fumanoa
$T$ O PHALLELA SECHABA,'MUSO,1,sesotho,t o phallela sechaba
'MUSO O PHALLELA $T$,SECHABA,0,sesotho,muso o phallela t
$T$ LEA ATOLOSOA,LEKHOTLA LA MATONA,1,sesotho,t lea atolosoa
$T$ LE HLAKOLA TŠOARO EA MOPARAMENTE,LEKHOTLA,1,sesotho,t le hlakola tšoaro ea moparamente
LEKHOTLA LE HLAKOLA TŠOARO EA $T$,MOPARAMENTE,-1,sesotho,lekhotla le hlakola tšoaro ea t
$T$ LE FETOLA MAOA,LETOFE,0,sesotho,t le fetola maoa
$T$ O AHLOLOA LILEMO TSE 20 KA HO SELAKHA MOTHO,MONNA,-1,sesotho,t o ahloloa lilemo tse 20 ka ho selakha motho
MONNA O AHLOLOA LILEMO TSE 20 KA HO SELAKHA $T$,MOTHO,-1,sesotho,monna o ahloloa lilemo tse 20 ka ho selakha t
$T$ O TSOA PUO KA TŠOARO EA HAE,MOPARAMENTE,1,sesotho,t o tsoa puo ka tšoaro ea hae
$T$ LE TORONKELA HO BOLAEA MOTHO,LEPOLESA,-1,sesotho,t le toronkela ho bolaea motho
LEPOLESA LE TORONKELA HO BOLAEA $T$,MOTHO,0,sesotho,lepolesa le toronkela ho bolaea t
$T$ TSA LIKOLOI TSA SEPOLESA LIA HLALOSOA,LITJEO,0,sesotho,t tsa likoloi tsa sepolesa lia hlalosoa
LITJEO TSA $T$ LIA HLALOSOA,LIKOLOI TSA SEPOLESA,0,sesotho,litjeo tsa t lia hlalosoa
$T$ BA HLAHA KHOTLA KA BOSHOLU,BANNA,-1,sesotho,t ba hlaha khotla ka bosholu
BANNA BA HLAHA $T$ KA BOSHOLU,KHOTLA,0,sesotho,banna ba hlaha t ka bosholu
$T$ KA LEFU LA MOSALI,TLALEHO EA SEPOLESA,0,sesotho,t ka lefu la mosali
TLALEHO EA SEPOLESA KA LEFU LA $T$,MOSALI,-1,sesotho,tlaleho ea sepolesa ka lefu la t
$T$ O PHATLATSA SELEKANE SE SECHA,'MUSO,0,sesotho,t o phatlatsa selekane se secha
'MUSO O PHATLATSA $T$ SE SECHA,SELEKANE,1,sesotho,muso o phatlatsa t se secha
$T$ EA BOBELI EA HO THIBELA MOPARAMENTE HO BA TONAKHOLO,NYEOE,-1,sesotho,t ea bobeli ea ho thibela moparamente ho ba tonakholo
NYEOE EA BOBELI EA HO THIBELA $T$ HO BA TONAKHOLO,MOPARAMENTE,-1,sesotho,nyeoe ea bobeli ea ho thibela t ho ba tonakholo
NYEOE EA BOBELI EA HO THIBELA MOPARAMENTE HO BA $T$,TONAKHOLO,0,sesotho,nyeoe ea bobeli ea ho thibela moparamente ho ba t
$T$ KHAHLANONG LE HO KETOLOA HOA 'MUSO,BOIPELAETSO,1,sesotho,t khahlanong le ho ketoloa hoa muso
BOIPELAETSO KHAHLANONG LE HO KETOLOA HOA $T$,'MUSO,-1,sesotho,boipelaetso khahlanong le ho ketoloa hoa t
$T$ O MATHELA SADC,'MUSO,1,sesotho,t o mathela sadc
$T$ LI HANA KAHLOLO,LITHO TSA MOKHA,-1,sesotho,t li hana kahlolo
$T$ BA 4 BA LO BOLLA TORONKONG,BATHO,-1,sesotho,t ba 4 ba lo bolla toronkong
BATHO BA 4 BA LO BOLLA $T$,TORONKONG,0,sesotho,batho ba 4 ba lo bolla t
$T$ O SIBOLLA MASISA-PELO,MONAMOLI,-1,sesotho,t o sibolla masisapelo
$T$ O NEHELANA KA LIKOLOI HO SEPOLESA,'MUSO,1,sesotho,t o nehelana ka likoloi ho sepolesa
'MUSO O NEHELANA KA $T$ HO SEPOLESA,LIKOLOI,0,sesotho,muso o nehelana ka t ho sepolesa
'MUSO O NEHELANA KA LIKOLOI HO $T$,SEPOLESA,0,sesotho,muso o nehelana ka likoloi ho t
$T$ O MATJALENG,MOPARAMENTE,-1,sesotho,t o matjaleng
$T$ A MABELI A TEBETSOE,MAPOLESA,-1,sesotho,t a mabeli a tebetsoe
MOKHA O MO LAHLELA $T$ LEMO TSE 12,TORONKONG,0,sesotho,mokha o mo lahlela t lemo tse 12
$T$ O MO LAHLELA TORONKONG LEMO TSE 12,MOKHA,-1,sesotho,t o mo lahlela toronkong lemo tse 12
$T$ LE AHLOLELA MOKHA NAKOANA,LEKHOTLA,1,sesotho,t le ahlolela mokha nakoana
LEKHOTLA LE AHLOLELA $T$ NAKOANA,MOKHA,0,sesotho,lekhotla le ahlolela t nakoana
$T$ BA MEHLENG BA MAKALLA TONAKHOLO,BABUSI,0,sesotho,t ba mehleng ba makalla tonakholo
BABUSI BA MEHLENG BA MAKALLA $T$,TONAKHOLO,-1,sesotho,babusi ba mehleng ba makalla t
$T$ LE PHATLALATSA TABA EA LIPEO LE MANYOLO,LETONA,0,sesotho,t le phatlalatsa taba ea lipeo le manyolo
LETONA LE PHATLALATSA TABA EA $T$ LE MANYOLO,LIPEO,0,sesotho,letona le phatlalatsa taba ea t le manyolo
LETONA LE PHATLALATSA TABA EA LIPEO LE $T$,MANYOLO,0,sesotho,letona le phatlalatsa taba ea lipeo le t
$T$ O THIBELA HO KENA HOA LIKHOHO MALIBOHONG,'MUSO,0,sesotho,t o thibela ho kena hoa likhoho malibohong
'MUSO O THIBELA HO KENA HOA $T$ MALIBOHONG,LIKHOHO,-1,sesotho,muso o thibela ho kena hoa t malibohong
'MUSO O THIBELA HO KENA HOA LIKHOHO $T$,MALIBOHONG,0,sesotho,muso o thibela ho kena hoa likhoho t
$T$ EA TŠITŠINYO EA TŠEPO E EA MAMELOA,NYEOE,1,sesotho,t ea tšitšinyo ea tšepo e ea mameloa
$T$ O ITOKOLLA PARAMENTENG,MOPARAMENTE,-1,sesotho,t o itokolla paramenteng
MOPARAMENTE O ITOKOLLA $T$,PARAMENTENG,0,sesotho,moparamente o itokolla t
$T$ O PHURA LESHOETLA LE MOPAPA,MORENA,0,sesotho,t o phura leshoetla le mopapa
MORENA O PHURA LESHOETLA LE $T$,MOPAPA,0,sesotho,morena o phura leshoetla le t
$T$ O BOLOKA BAFU BA 29,'MUSO,-1,sesotho,t o boloka bafu ba 29
$T$ O FUPUTSOA KA LIPELAELLO TSE THARO,MOPARAMENTE,-1,sesotho,t o fuputsoa ka lipelaello tse tharo
MOPARAMENTE O FUPUTSOA KA $T$ TSE THARO,LIPELAELLO,-1,sesotho,moparamente o fuputsoa ka t tse tharo
SESOSA SA TŠOARO EA $T$ SEA HLAHELLA,MOPARAMENTE,-1,sesotho,sesosa sa tšoaro ea t sea hlahella
$T$ E TŠOHLA TŠOARO EA MOPARAMENTE,PARAMENTE,0,sesotho,t e tšohla tšoaro ea moparamente
PARAMENTE E TŠOHLA TŠOARO EA $T$,MOPARAMENTE,-1,sesotho,paramente e tšohla tšoaro ea t
$T$ BA RE TŠITŠINYO EA MOPARAMENTE E KA THOKO HO MOLAO,BACHA,0,sesotho,t ba re tšitšinyo ea moparamente e ka thoko ho molao
BACHA BA RE TŠITŠINYO EA $T$ E KA THOKO HO MOLAO,MOPARAMENTE,-1,sesotho,bacha ba re tšitšinyo ea t e ka thoko ho molao
$T$ O RE 'MUSO O NA LE LIPALO TSE LEKANENG HO BUSA,MOPOLOKITI,0,sesotho,t o re muso o na le lipalo tse lekaneng ho busa
MOPOLOTIKI O RE $T$ O NA LE LIPALO TSE LEKANENG HO BUSA,'MUSO,1,sesotho,mopolotiki o re t o na le lipalo tse lekaneng ho busa
MOPOLOTIKI O RE 'MUSO ONA LE $T$ TSE LEKANENG HO BUSA,LIPALO,1,sesotho,mopolotiki o re muso ona le t tse lekaneng ho busa
$T$ E KHALEMELA MAFAPHA A TŠIRELETSO,MEKHATLO,1,sesotho,t e khalemela mafapha a tšireletso
MEKHATLO E KHALEMELA $T$,MAFAPHA A TŠIRELETSO,0,sesotho,mekhatlo e khalemela t
$T$ A NKILE 'MUSO,MAFAPHA A TŠIRELETSO,-1,sesotho,t a nkile muso
MAFAPHA A TŠIRELETSO A NKILE $T$,'MUSO,0,sesotho,mafapha a tšireletso a nkile t
$T$ E SITOA HO TSOELA PELE,TŠITŠINYO EA HO HLOKA TŠEPO,1,sesotho,t e sitoa ho tsoela pele
$T$ O THIBELA TŠITŠINYO EA HO LIA TONAKHOLO,MOKHETHOA,1,sesotho,t o thibela tšitšinyo ea ho lia tonakholo
MOKHETHOA O THIBELA $T$ EA HO LIA TONAKHOLO,TŠITŠINYO,0,sesotho,mokhethoa o thibela t ea ho lia tonakholo
MOKHETHOA O THIBELA TŠITŠINYO EA HO LIA $T$,TONAKHOLO,-1,sesotho,mokhethoa o thibela tšitšinyo ea ho lia t
$T$ OA MEHLENG O HLALOSA SE ETSAHETSENG HA A TLA MO BOLAEA,'MOLAI OA MOPARAMENTE,-1,sesotho,t oa mehleng o hlalosa se etsahetseng ha a tla mo bolaea
$T$ E POTLAKILENG,TSEBISO,0,sesotho,t e potlakileng
$T$ A UTSOA SEKOLONG SA 'MUSO,MASHOLU,-1,sesotho,t a utsoa sekolong sa muso
MASHOLU A UTSOA SEKOLONG SA $T$,'MUSO,0,sesotho,masholu a utsoa sekolong sa t
$T$ OA MOPARAMENTE OA MEHLENG O HLAHA KHOTLA,'MOLAI,-1,sesotho,t oa moparamente oa mehleng o hlaha khotla
'MOLAI OA $T$ O HLAHA KHOTLA,MOPARAMENTE OA MEHLENG,0,sesotho,molai oa t o hlaha khotla
$T$ E THAKHOLA SETLABOCHA,KOMPONE EA MARANG-RANG,1,sesotho,t e thakhola setlabocha
$T$ O RE SETSI SE PHENYE MONNA MAHAFI,MOKHATLO,0,sesotho,t o re setsi se phenye monna mahafi
MOKHATLO O RE $T$ SE PHENYE MONNA MAHAFI,SETSI,0,sesotho,mokhatlo o re t se phenye monna mahafi
MOKHATLO O RE SETSI SE PHENYE $T$ MAHAFI,MONNA,-1,sesotho,mokhatlo o re setsi se phenye t mahafi
RE NTSE RE LE $T$,LITHO TSA MOKHA,1,sesotho,re ntse re le t
$T$ E BEBOFATSA KAMOHELO EA CHELETE HO TSOA KANTLE HO NAHA,KOMPONE EA MARANG-RANG,1,sesotho,t e bebofatsa kamohelo ea chelete ho tsoa kantle ho naha
KOMPONE EA MARANG-RANG E BEBOFATSA KAMOHELO EA $T$ HO TSOA KANTLE HO NAHA,CHELETE,1,sesotho,kompone ea marangrang e bebofatsa kamohelo ea t ho tsoa kantle ho naha
KOMPONE EA MARANG-RANG E BEBOFATSA KAMOHELO EA CHELETE HO TSOA KANTLE HO $T$,NAHA,0,sesotho,kompone ea marangrang e bebofatsa kamohelo ea chelete ho tsoa kantle ho t
$T$ O AHLOLOA HO HLOLA BOPHELO BOHLE CHANKANENG,MOLISANA,-1,sesotho,t o ahloloa ho hlola bophelo bohle chankaneng
MOLISANA O AHLOLOA HO HLOLA BOPHELO BOHLE $T$,CHANKANENG,0,sesotho,molisana o ahloloa ho hlola bophelo bohle t
$T$ LE QOSOA KA POLAO EA MOTHO,LEPOLESA,-1,sesotho,t le qosoa ka polao ea motho
LEPOLESA LE QOSOA KA POLAO EA $T$,MOTHO,-1,sesotho,lepolesa le qosoa ka polao ea t
$T$ BA QOSOA KA HO UTSOA MATSEBETSEBE A 'MUSO,BABELAELLOA,-1,sesotho,t ba qosoa ka ho utsoa matsebetsebe a muso
BABELAELLOA BA QOSOA KA HO UTSOA MATSEBETSEBE A $T$,'MUSO,0,sesotho,babelaelloa ba qosoa ka ho utsoa matsebetsebe a t
$T$ E TIISA LEANO LA TŠIRELETSO EA BOQAPI,NAHA,1,sesotho,t e tiisa leano la tšireletso ea boqapi
NAHA E TIISA $T$,LEANO LA TŠIRELETSO EA BOQAPI,0,sesotho,naha e tiisa t
$T$ O FANA KA TLALEHO EA TŠEBETSO,MOKHATLO,1,sesotho,t o fana ka tlaleho ea tšebetso
HO BOLAUOE $T$ HAPE,MOTHO,-1,sesotho,ho bolauoe t hape
$T$ BA KHETHILE KA MONYEBE,BATHO,-1,sesotho,t ba khethile ka monyebe
$T$ O PHAHLOLA MERERO EA TONAKHOLO EA SEKHUKHU,MOPOLOTIKI,1,sesotho,t o phahlola merero ea tonakholo ea sekhukhu
MOPOLOTIKI O PHAHLOLA $T$ EA SEKHUKHU,MERERO EA TONAKHOLO,-1,sesotho,mopolotiki o phahlola t ea sekhukhu
$T$ POLAONG EA SEBOHOLI O HANELOA KA BEILI,'MELAELLOA,-1,sesotho,t polaong ea seboholi o haneloa ka beili
'MELAELLOA POLAONG EA $T$ O HANELOA KA BEILI,SEBOHOLI,-1,sesotho,melaelloa polaong ea t o haneloa ka beili
'MELAELLOA POLAONG EA SEBOHOLI O HANELOA KA $T$,BEILI,0,sesotho,melaelloa polaong ea seboholi o haneloa ka t
$T$ A THIBELA MONNA LEKHOTLENG,MAPOLESA,-1,sesotho,t a thibela monna lekhotleng
MAPOLESA A THIBELA $T$ LEKHOTLENG,MONNA,0,sesotho,mapolesa a thibela t lekhotleng
MAPOLESA A THIBELA MONNA $T$,LEKHOTLENG,0,sesotho,mapolesa a thibela monna t
$T$ O TSEKA LEFA LA NTATAE A SA NYALA 'M'AE,NGOANANA,-1,sesotho,t o tseka lefa la ntatae a sa nyala mae
NGOANANA O TSEKA $T$ A SA NYALA 'M'AE,LEFA LA NTATAE,0,sesotho,ngoanana o tseka t a sa nyala mae
NGOANANA O TSEKA LEFA LA NTATAE A SA NYALA $T$,'M'AE,0,sesotho,ngoanana o tseka lefa la ntatae a sa nyala t
$T$ O THAKHOLA BOITUKISO LIKOLUOENG,MOKHATLO,1,sesotho,t o thakhola boitukiso likoluoeng
MOKHATLO O THAKHOLA BOITUKISO $T$,LIKOLUOENG,-1,sesotho,mokhatlo o thakhola boitukiso t
$T$ O TŠOELA KA MATHE LIKHOBOSO TSA LENYALO LA MOSALI,MOKHATLO,1,sesotho,t o tšoela ka mathe likhoboso tsa lenyalo la mosali
MOKHATLO O TŠOELA KA MATHE $T$ TSA LENYALO LA MOSALI,LIKHOBOSO,-1,sesotho,mokhatlo o tšoela ka mathe t tsa lenyalo la mosali
MOKHATLO O TŠOELA KA MATHE LIKHOBOSO TSA $T$,LENYALO LA MOSALI,0,sesotho,mokhatlo o tšoela ka mathe likhoboso tsa t
$T$ O QOSOA KA HO TLEPETSA MOKHETHOA KA MAJOE,MONNA,-1,sesotho,t o qosoa ka ho tlepetsa mokhethoa ka majoe
MONNA O QOSOA KA HO TLEPETSA $T$ KA MAJOE,MOKHETHOA,-1,sesotho,monna o qosoa ka ho tlepetsa t ka majoe
MONNA O QOSOA KA HO TLEPETSA MOKHETHOA KA $T$,MAJOE,0,sesotho,monna o qosoa ka ho tlepetsa mokhethoa ka t
$T$ O BATLA HO LIA 'MUSO KHOTLA,MONNA,-1,sesotho,t o batla ho lia muso khotla
MONNA O BATLA HO LIA $T$ KHOTLA,'MUSO,0,sesotho,monna o batla ho lia t khotla
MONNA O BATLA HO LIA 'MUSO $T$,KHOTLA,0,sesotho,monna o batla ho lia muso t
$T$ E NTŠA PUO KA TLHEKEFETSO EA MOSALI,KOMPONE EA LITAEMANE,1,sesotho,t e ntša puo ka tlhekefetso ea mosali
KOMPONE EA LITAEMANE E NTŠA PUO KA TLHEKEFETSO EA $T$,MOSALI,-1,sesotho,kompone ea litaemane e ntša puo ka tlhekefetso ea t
$T$ BA OELA HANONG LA TAU,BATHO,-1,sesotho,t ba oela hanong la tau
$T$ O NYEHLISA LEKHETHO LA JOALA LE KOAE,'MUSO,1,sesotho,t o nyehlisa lekhetho la joala le koae
'MUSO O NYEHLISA $T$,LEKHETHO LA JOALA LE KOAE,1,sesotho,muso o nyehlisa t
$T$ O QOSA KOMITI EA MOKHA,MONNA,-1,sesotho,t o qosa komiti ea mokha
MONNA O QOSA $T$,KOMITI EA MOKHA,0,sesotho,monna o qosa t
$T$ O OA NYALA,MOSALI,1,sesotho,t o oa nyala
$T$ O BOLAEA LE HO CHESA 'M'AE,MORA,-1,sesotho,t o bolaea le ho chesa mae
MORA O BOLAEA LE HO CHESA $T$,'M'AE,-1,sesotho,mora o bolaea le ho chesa t
$T$ E EA LOELA,NTOA EA MARENA,-1,sesotho,t e ea loela
KE HLOLOA HO BA LE $T$,BANA,-1,sesotho,ke hloloa ho ba le t
$T$ OA KA O JOLANA LE BAPOROFETA BA BASALI,MONNA,-1,sesotho,t oa ka o jolana le baporofeta ba basali
MONNA OA KA O JOLANA LE $T$,BAPOROFETA BA BASALI,-1,sesotho,monna oa ka o jolana le t
$T$ BA NYOLLELOA KA 6.5%,BASEBETSI BA LIFEME,1,sesotho,t ba nyolleloa ka 65
$T$ O RUTA NGOANA HO ETSA THOBALANO,MOSALI,-1,sesotho,t o ruta ngoana ho etsa thobalano
MOSALI O RUTA $T$ HO ETSA THOBALANO,NGOANA,0,sesotho,mosali o ruta t ho etsa thobalano
$T$ OA KA O RE MAFELO A BEKE EENA KE MOFE SEBAKA LE MOSALI EA ENTSENG NGOANA LE ENA,MONNA,-1,sesotho,t oa ka o re mafelo a beke eena ke mofe sebaka le mosali ea entseng ngoana le ena
MONNA OA KA O RE MAFELO A BEKE EENA KE MOFE SEBAKA LE $T$ EA ENTSENG NGOANA LE ENA,MOSALI,-1,sesotho,monna oa ka o re mafelo a beke eena ke mofe sebaka le t ea entseng ngoana le ena
MONNA OA KA O RE MAFELO A BEKE EENA KE MOFE SEBAKA LE MOSALI EA ENTSENG $T$ LE ENA,NGOANA,0,sesotho,monna oa ka o re mafelo a beke eena ke mofe sebaka le mosali ea entseng t le ena
$T$ E NGALISA BOPHATLALATSI TŠEBETSO,POLELO EA BORABELE,-1,sesotho,t e ngalisa bophatlalatsi tšebetso
POLELO EA BORABELE E NGALISA $T$ TŠEBETSO,BOPHATLALATSI,0,sesotho,polelo ea borabele e ngalisa t tšebetso
POLELO EA BORABELE E NGALISA BOPHATLALATSI $T$,TŠEBETSO,0,sesotho,polelo ea borabele e ngalisa bophatlalatsi t
$T$ O UTSOETSA SECHABA,MOKHETHOA,-1,sesotho,t o utsoetsa sechaba
MOKHETHOA O UTSOETSA $T$,SECHABA,0,sesotho,mokhethoa o utsoetsa t
$T$ BA IKAKHETSE KA HARA SESOLE HAPE HISTORI E EA IPHETA,BARUTI,-1,sesotho,t ba ikakhetse ka hara sesole hape histori e ea ipheta
BARUTI BA IKAKHETSE KA HARA $T$ HAPE HISTORI E EA IPHETA,SESOLE,0,sesotho,baruti ba ikakhetse ka hara t hape histori e ea ipheta
$T$ LI LLA SEBOKO SA PHOHOMELA,LITICHERE,-1,sesotho,t li lla seboko sa phohomela
UTLOA SEALUMA SE HLAHILENG $T$,MOTSENG,-1,sesotho,utloa sealuma se hlahileng t
$T$ KE MOFEREKANYI EA LESHANO,MOOKAMELI,-1,sesotho,t ke moferekanyi ea leshano
UTLOA $T$ TSE ETSAHETSENG TOROPONG,LITABA,0,sesotho,utloa t tse etsahetseng toropong
UTLOA LITABA TSE ETSAHETSENG TOROPONG,TOROPONG,0,sesotho,utloa litaba tse etsahetseng toropong
$T$ O LLELOA KE LITŠEPE,MOHATSA OA MOPORESITENTE,-1,sesotho,t o lleloa ke litšepe
HO HOBE HO $T$,MASHOLU,-1,sesotho,ho hobe ho t
$T$ A  BOLAILE LINOKOANE TSE 18,MAPOLESA,1,sesotho,t a bolaile linokoane tse 18
MAPOLESA A  BOLAILE $T$ TSE 18,LINOKOANE,-1,sesotho,mapolesa a bolaile t tse 18
$T$ A KETOLA 'MUSO,MASOLE,-1,sesotho,t a ketola muso
MASOLE A KETOLA $T$,'MUSO,0,sesotho,masole a ketola t
$T$ O THEHA MOKHA O MOCHA,MONGOLI,0,sesotho,t o theha mokha o mocha
MONGOLI O THEHA $T$ O MOCHA,MOKHA,1,sesotho,mongoli o theha t o mocha
$T$ O OELOA KE KOLUOA,MOOKAMELI,-1,sesotho,t o oeloa ke koluoa
$T$ EA MEHLENG O NE A BUSA JOALO KA CHAKA,TONAKHOLO,-1,sesotho,t ea mehleng o ne a busa joalo ka chaka
TONAKHOLO EA MEHLENG O NE A BUSA JOALO KA $T$,CHAKA,-1,sesotho,tonakholo ea mehleng o ne a busa joalo ka t
$T$ E TSEKA HORE BATHO BA JANE MAOTOANA,BANKA,-1,sesotho,t e tseka hore batho ba jane maotoana
BANKA E TSEKA HORE $T$ BA JANE MAOTOANA,BATHO,-1,sesotho,banka e tseka hore t ba jane maotoana
$T$ O MAKATSA BASEBETSI BA LEKALA,MATOETOE,0,sesotho,t o makatsa basebetsi ba lekala
MATOETOE O MAKATSA $T$,BASEBETSI BA LEKALA,0,sesotho,matoetoe o makatsa t
$T$ A SETEREKENG A BOLAELA MOTHO LITLAMONG,MAPOLESA,-1,sesotho,t a seterekeng a bolaela motho litlamong
MAPOLESA A SETEREKENG A BOLAELA $T$ LITLAMONG,MOTHO,-1,sesotho,mapolesa a seterekeng a bolaela t litlamong
$T$ LI NYAMELA MOTEBONG OA SEPOLESA,LITHUNYA,-1,sesotho,t li nyamela motebong oa sepolesa
LITHUNYA LI NYAMELA $T$,MOTEBONG OA SEPOLESA,0,sesotho,lithunya li nyamela t
TSEBA KA $T$ SEKA HOLIMO HO MOLAO,SENONNORI SA MOLATA,-1,sesotho,tseba ka t seka holimo ho molao
TSEBA KA SENONNORI SA MOLATA SEKA HOLIMO HO $T$,MOLAO,0,sesotho,tseba ka senonnori sa molata seka holimo ho t
$T$ E ROHAKEHILE,NAHA,-1,sesotho,t e rohakehile
$T$ O NGALA LIPOTSONG,MOOKAMELI,-1,sesotho,t o ngala lipotsong
MOOKAMELI O NGALA $T$,LIPOTSONG,0,sesotho,mookameli o ngala t
$T$ BA BEHELLOA KA THOKO HO MOSEBETSI,BAAHLOLI,-1,sesotho,t ba behelloa ka thoko ho mosebetsi
BAAHLOLI BA BEHELLOA KA THOKO HO $T$,MOSEBETSI,0,sesotho,baahloli ba behelloa ka thoko ho t
$T$ LE LEBOHELA MASOLE,LESELINYANA,0,sesotho,t le lebohela masole
LESELINYANA LE LEBOHELA $T$,MASOLE,1,sesotho,leselinyana le lebohela t
NYA MATSETE $T$ HO ILENG KE NAKO,MOETAPELE,-1,sesotho,nya matsete t ho ileng ke nako
$T$ O OA PHOTHOLEHA,MOOKAMELI,-1,sesotho,t o oa photholeha
$T$ LE SHANOTSA BOPAKI,LEPOLESA,0,sesotho,t le shanotsa bopaki
LEPOLESA LE SHANOTSA $T$,BOPAKI,-1,sesotho,lepolesa le shanotsa t
$T$ O BAKETSE NAHA BOMALIMABE,TONAKHOLO,-1,sesotho,t o baketse naha bomalimabe
TONAKHOLO O BAKETSE $T$ BOMALIMABE,NAHA,0,sesotho,tonakholo o baketse t bomalimabe
